Environment,Genotype,Group,Geno.GY_control,Geno.GY_test,Trial.GY_control,Trial.GY_test,Cov_DSI,SD_blue,SD_weight,PH_blue,PH_weight,NDVI_blue,NDVI_weight,GR_blue,GR_weight,GY_blue,GY_weight,TKW_blue,TKW_weight,TW_blue,TW_weight
2021 THD,KSTdGD80.226,WIL,0.9869,0.5718,0.8366,-0.1348,0.4273,-0.1797,12.0322,-0.3341,15.2749,0.438,44.6808,0.0358,110.8627,0.5718,20.5256,0.1448,32.4254,-0.2148,33.1436
2021 THD,KSTdGD80.227,WIL,1.702,0.6763,0.8366,-0.1348,1.0559,-0.408,13.1927,-0.3854,15.9451,0.1705,49.3104,0.2296,120.8109,0.6763,22.767,-0.7321,35.6534,0.1203,34.5717
2021 THD,KSTdGD80.229,WIL,-1.002,-0.724,0.8366,-0.1348,-0.2862,0.0372,13.9013,-0.4749,16.0837,0.1712,55.9432,0.3331,131.2175,-0.724,23.6059,0.4451,36.6723,0.0853,34.8143
2021 THD,KSTdGD80.230,WIL,0.6299,0.0464,0.8366,-0.1348,0.6007,0.2614,11.3757,-0.293,15.0271,0.5793,38.6091,0.0863,98.2845,0.0464,20.3268,-0.0866,16.7179,0.2617,16.8109
2021 THD,KSTdGD80.231,WIL,0.5577,-0.7397,0.8366,-0.1348,1.3355,0.9948,13.796,0.2579,16.1049,0.7039,54.8138,0.529,129.2397,-0.7397,23.5497,0.815,32.4584,1.2262,33.0567
2021 THD,KSTdGD80.232,WIL,-0.2776,0.1726,0.8366,-0.1348,-0.4634,-0.798,14.5651,-2.014,16.522,-0.4051,56.7098,-0.5417,133.1911,0.1726,25.6036,-0.0952,39.6612,-0.2208,36.1342
2021 THD,KSTdGD80.233,WIL,-0.146,-1.5202,0.8366,-0.1348,1.4146,0.2256,12.7778,1.3002,15.7492,0.1941,46.0122,0.8245,112.584,-1.5202,22.5828,0.1888,35.5493,-1.1073,34.5023
2021 THD,KSTdGD80.238,WIL,0.5315,0.4669,0.8366,-0.1348,0.0665,0.5691,14.5541,0.6719,16.5222,0.2642,56.38,0.3241,132.6939,0.4669,25.6032,-1.2362,36.6428,-0.0201,34.9448
2021 THD,KSTdGD80.239,WIL,0.2677,-1.2925,0.8366,-0.1348,1.6061,0.7331,13.4983,0.3368,16.2324,0.269,42.822,-0.2144,108.2425,-1.2925,25.2455,-0.368,39.5207,0.2092,36.0339
2021 THD,KSTdGD80.24,WIL,0.9187,0.2348,0.8366,-0.1348,0.704,-1.0744,7.6403,1.085,8.3936,0.6764,31.6722,-0.1248,73.17,0.2348,12.9307,0.1148,19.8507,0.1011,18.0401
2021 THD,KSTdGD80.243,WIL,-0.3237,-1.166,0.8366,-0.1348,0.8671,0.4543,13.2349,0.7434,15.8118,0.0627,48.8961,0.0931,117.4257,-1.166,23.3532,0.0747,36.5778,0.2702,34.8438
2021 THD,KSTdGD80.246,WIL,0.7626,0.5823,0.8366,-0.1348,0.1856,0.1847,6.9253,0.4634,15.8215,0.18,49.3116,0.7434,118.0859,0.5823,23.3351,-0.7466,36.6106,-0.118,34.9266
2021 THD,KSTdGD80.25,WIL,0.5544,0.9279,0.8366,-0.1348,-0.3845,0.2193,7.512,0.1977,8.3697,0.3472,30.1942,0.1718,70.554,0.9279,12.8847,-0.7956,19.8547,0.7795,18.0429
2021 THD,KSTdGD80.252,WIL,0.3777,1.015,0.8366,-0.1348,-0.656,0.6283,13.2396,0.5905,15.8557,0.2175,48.9013,0.3334,117.4804,1.015,23.3583,-0.0632,36.5975,0.7234,34.8727
2021 THD,KSTdGD80.256,WIL,0.6491,0.5444,0.8366,-0.1348,0.1078,-0.141,13.4045,0.4409,15.8507,0.5342,51.6353,0.4817,122.2695,0.5444,23.4204,-0.1422,36.6038,-0.2338,34.8438
2021 THD,KSTdGD80.257,WIL,0.5547,-0.0528,0.8366,-0.1348,0.6254,-1.0992,11.1145,0.7464,14.9463,-0.3561,36.9083,-0.0561,94.3572,-0.0528,19.8377,1.0551,31.8748,0.8371,33.1153
2021 THD,KSTdGD80.258,WIL,-1.1263,-1.114,0.8366,-0.1348,-0.0127,-1.1721,13.4249,2.4456,15.8495,0.0931,51.9921,0.1376,122.8921,-1.114,23.417,-0.2734,36.6309,-0.8661,34.9054
2021 THD,KSTdGD80.259,WIL,0.6228,0.7908,0.8366,-0.1348,-0.1729,-0.2017,10.2349,0.1837,14.476,0.2293,34.2073,-0.0286,91.3552,0.7908,17.5975,-1.112,28.3374,0.1148,31.5497
2021 THD,KSTdGD80.26,WIL,-0.1839,-0.2803,0.8366,-0.1348,0.0992,-0.3608,6.7867,4.3784,8.1079,0.4919,23.4549,0.3599,57.2671,-0.2803,12.6169,-0.3044,19.7591,0.0217,17.9939
2021 THD,KSTdGD80.261,WIL,1.7968,0.8684,0.8366,-0.1348,0.9557,0.5784,13.3251,-0.0941,15.9726,0.2831,50.8929,0.2111,123.536,0.8684,22.7767,-1.0326,35.5794,-0.0815,34.6043
2021 THD,KSTdGD80.262,WIL,0.4503,-0.5249,0.8366,-0.1348,1.0039,-0.9837,13.1071,1.3001,15.7835,0.4769,47.3458,0.7254,114.727,-0.5249,23.2989,0.1312,36.5708,-0.7607,34.8064
2021 THD,KSTdGD80.263,WIL,0.0413,-0.1844,0.8366,-0.1348,0.2323,-1.5341,13.4536,1.3744,15.993,-0.0565,52.3673,0.5245,126.1375,-0.1844,22.8607,1.2929,35.6369,-0.6358,34.5153
2021 THD,KSTdGD80.264,WIL,0.1498,0.2087,0.8366,-0.1348,-0.0606,-2.1849,15.2852,0.6026,16.7994,0.0276,63.3447,0.5588,146.3578,0.2087,25.8677,1.5972,39.7448,-2.011,36.1318
2021 THD,KSTdGD80.265,WIL,1.746,0.8758,0.8366,-0.1348,0.8958,0.2846,12.4862,-0.1011,15.5568,-0.1324,42.0672,0.3149,104.1035,0.8758,23.0968,-0.0327,36.509,1.0014,34.8256
2021 THD,KSTdGD80.266,WIL,1.1503,-0.1614,0.8366,-0.1348,1.3503,0.5898,13.3124,-0.0235,15.9538,0.9499,50.8749,0.1137,123.5003,-0.1614,22.7907,0.4359,35.563,0.8018,34.5406
2021 THD,KSTdGD80.268,WIL,1.1909,0.7922,0.8366,-0.1348,0.4104,0.8316,14.1728,1.61,16.7113,0.3236,57.2803,-0.1652,135.6744,0.7922,25.6842,-1.4593,39.7022,1.2148,36.1467
2021 THD,KSTdGD80.269,WIL,-0.0291,0.9135,0.8366,-0.1348,-0.9703,0.1788,13.7645,-1.0107,16.0575,0.1516,54.3831,0.2051,128.49,0.9135,23.5389,0.0799,36.5782,0.9007,34.8868
2021 THD,KSTdGD80.270,WIL,-0.8884,-0.2683,0.8366,-0.1348,-0.6383,-0.7447,13.4248,-1.0759,15.8521,0.3113,52.0891,-0.2145,123.0058,-0.2683,23.4229,-0.0078,36.6134,-0.7194,34.8674
2021 THD,KSTdGD80.272,WIL,0.7514,-0.6761,0.8366,-0.1348,1.4695,0.1919,13.7625,-0.0684,16.0826,0.1675,54.2205,0.6261,128.3187,-0.6761,23.5473,0.3559,36.6892,1.0217,34.9675
2021 THD,KSTdGD80.273,WIL,-1.2642,-1.3845,0.8366,-0.1348,0.1238,-0.0177,11.4462,1.9037,15.0474,0.2487,39.1663,-0.1385,99.5158,-1.3845,20.3694,-0.466,15.7825,1.1468,16.4817
2021 THD,KSTdGD80.274,WIL,1.405,-0.0488,0.8366,-0.1348,1.4965,0.6115,13.4309,0.6216,15.8614,0.4638,52.09,0.674,123.0055,-0.0488,23.4226,-0.5045,36.6342,0.5251,34.9272
2021 THD,KSTdGD80.275,WIL,0.2536,0.5502,0.8366,-0.1348,-0.3053,-0.8328,14.4827,0.3092,16.51,0.0708,54.9464,0.3505,130.2137,0.5502,25.5916,-0.0525,39.6629,0.3871,36.1477
2021 THD,KSTdGD80.276,WIL,1.2392,0.9091,0.8366,-0.1348,0.3398,-0.3137,9.4038,-1.1112,14.1479,-0.2192,28.0697,-0.0812,78.1913,0.9091,16.9132,-0.9288,27.6551,0.7723,31.3984
2021 THD,KSTdGD80.277,WIL,0.4045,0.4532,0.8366,-0.1348,-0.0501,0.1593,15.2817,-0.7205,16.8147,0.0122,63.3441,0.0455,146.3504,0.4532,25.8632,-0.3849,39.7378,1.3454,36.1302
2021 THD,KSTdGD80.278,WIL,-1.7972,-2.9325,0.8366,-0.1348,1.1687,1.0111,15.0214,0.2552,16.7603,0.2512,60.3057,-0.5846,141.0276,-2.9325,25.7722,-0.8514,19.8598,0.3189,18.071
2021 THD,KSTdGD80.279,WIL,0.6842,-0.4587,0.8366,-0.1348,1.1765,0.7204,14.5636,1.3742,16.5381,0.6341,56.7099,-0.4104,133.2121,-0.4587,25.5968,0.2594,39.6464,-0.4178,36.1396
2021 THD,KSTdGD80.28,WIL,-0.2342,-0.8611,0.8366,-0.1348,0.6453,0.0572,7.5095,1.777,8.3655,-1.5322,30.1209,-0.6954,70.4581,-0.8611,12.8877,0.0966,19.8489,-0.2207,17.9984
2021 THD,KSTdGD80.280,WIL,0.5423,0.4208,0.8366,-0.1348,0.1251,-0.8635,14.4063,-0.1994,16.5043,0.3544,54.7712,0.4086,129.9095,0.4208,25.5452,-0.8224,39.6547,0.0646,36.165
2021 THD,KSTdGD80.281,WIL,0.0445,0.5149,0.8366,-0.1348,-0.4842,-0.4908,15.2813,-0.1148,16.7956,0.4423,63.3435,0.5648,146.345,0.5149,25.8553,-0.3065,39.7212,-0.3923,36.1281
2021 THD,KSTdGD80.282,WIL,0.7443,0.6561,0.8366,-0.1348,0.0908,-0.2522,15.1469,0.2515,16.7761,0.5262,61.8474,0.5417,143.725,0.6561,25.8104,-0.3343,39.6322,0.2553,36.0989
2021 THD,KSTdGD80.284,WIL,0.0593,1.0503,0.8366,-0.1348,-1.0201,-0.2769,13.7666,0.2996,16.0553,0.0428,54.4625,0.3038,128.6201,1.0503,23.527,0.019,36.6397,1.2673,34.8432
2021 THD,KSTdGD80.285,WIL,-0.8554,-1.4989,0.8366,-0.1348,0.6624,-2.2946,13.4619,0.601,16.0111,-0.187,52.3745,0.1938,126.1913,-1.4989,22.8521,-0.7121,32.5768,-2.316,33.3834
2021 THD,KSTdGD80.286,WIL,0.374,-0.8503,0.8366,-0.1348,1.2603,-2.4006,13.4282,-0.3732,15.8872,-0.196,52.0901,0.6942,123.03,-0.8503,23.4158,1.707,36.5971,-1.5466,34.8871
2021 THD,KSTdGD80.287,WIL,-1.5102,-2.1815,0.8366,-0.1348,0.691,-0.4527,15.3206,-0.4416,16.9337,-0.3613,63.347,-0.5347,146.636,-2.1815,25.8721,0.7593,19.874,-2.5167,18.075
2021 THD,KSTdGD80.29,WIL,0.0732,1.094,0.8366,-0.1348,-1.0508,0.4261,7.5104,-0.7103,8.3791,0.2856,30.1211,0.5917,70.4583,1.094,12.8891,-1.1189,19.853,0.6059,18.0315
2021 THD,KSTdGD80.290,WIL,-0.5105,0.5315,0.8366,-0.1348,-1.0726,0.3967,13.4181,1.7113,15.8885,0.6576,52.0877,1.0223,123.0183,0.5315,23.411,0.4489,36.5748,0.53,34.7977
2021 THD,KSTdGD80.291,WIL,0.1002,-0.4779,0.8366,-0.1348,0.5951,-1.396,14.3121,0.243,16.4979,0.1958,51.7466,0.0418,125.1245,-0.4779,25.5299,1.664,39.6412,-1.7708,36.1132
2021 THD,KSTdGD80.292,WIL,1.9852,0.8844,0.8366,-0.1348,1.1332,0.0423,14.5668,0.0119,16.5337,0.331,56.7109,0.2179,133.2121,0.8844,25.6,-0.3164,35.9809,0.4078,34.7813
2021 THD,KSTdGD80.293,WIL,0.3845,-1.6293,0.8366,-0.1348,2.073,-1.4501,15.154,2.6914,16.7716,-0.5376,61.8667,0.1714,143.7292,-1.6293,25.8245,1.1147,39.7248,-1.5048,36.134
2021 THD,KSTdGD80.294,WIL,1.2479,-0.3268,0.8366,-0.1348,1.621,-0.5959,14.5607,-0.5564,16.5439,0.0006,56.7076,1.1683,133.2017,-0.3268,25.5904,0.8959,36.6102,0.7836,34.9111
2021 THD,KSTdGD80.295,WIL,-0.4563,0.0683,0.8366,-0.1348,-0.54,0.0499,15.2848,0.4962,16.8179,0.3835,63.3455,1.3106,146.3511,0.0683,25.8732,-1.0053,39.7544,1.2184,36.141
2021 THD,KSTdGD80.296,WIL,0.8337,0.8943,0.8366,-0.1348,-0.0624,-0.1554,13.9221,-0.3474,16.0743,0.1913,56.2956,0.1071,131.7492,0.8943,23.5903,-1.0708,36.6845,0.0871,34.9244
2021 THD,KSTdGD80.297,WIL,-0.0024,-0.1767,0.8366,-0.1348,0.1794,-2.0117,13.9062,1.5192,16.1083,0.3361,55.9275,0.3722,131.2286,-0.1767,23.6034,1.4543,36.6321,-0.8068,34.9168
2021 THD,KSTdGD80.298,WIL,-1.6041,-2.2438,0.8366,-0.1348,0.6585,-0.3158,14.3276,0.3821,16.5044,-0.895,52.3789,1.3054,126.0713,-2.2438,25.5321,2.8723,39.6076,-0.2322,36.0083
2021 THD,KSTdGD80.3,WIL,0.0738,-0.4173,0.8366,-0.1348,0.5055,-0.3941,7.3517,-1.0441,8.3494,0.4019,28.2073,-0.6822,67.1757,-0.4173,12.831,-0.7123,19.8397,0.3344,18.0357
2021 THD,KSTdGD80.30,WIL,-1.2778,-1.1408,0.8366,-0.1348,-0.141,-1.4459,5.5938,-1.0767,7.4165,-0.2932,17.2235,0.4319,44.2803,-1.1408,10.4156,0.5835,16.7048,-1.272,16.7419
2021 THD,KSTdGD80.300,WIL,1.0307,-0.4271,0.8366,-0.1348,1.5007,-0.4383,13.6072,0.7631,16.7875,1.0452,63.3443,0.1899,146.3364,-0.4271,25.8622,0.7059,39.7466,0.0658,36.1486
2021 THD,KSTdGD80.301,WIL,-0.9484,-1.2951,0.8366,-0.1348,0.3569,-2.2046,12.6367,1.0085,15.7011,-0.5466,42.8872,0.7748,108.4566,-1.2951,22.5801,2.1457,35.5704,0.0799,34.5106
2021 THD,KSTdGD80.302,WIL,0.0783,-0.4245,0.8366,-0.1348,0.5176,-0.6811,14.4365,-2.1796,16.51,-1.0825,55.1548,0.4239,130.5007,-0.4245,25.5579,0.6775,39.6468,0.2634,36.1397
2021 THD,KSTdGD80.303,WIL,0.3047,0.5132,0.8366,-0.1348,-0.2146,0.2185,15.1504,-0.266,16.7652,0.2365,61.7939,0.3971,143.6129,0.5132,25.8211,-0.2438,39.7403,0.8125,36.1579
2021 THD,KSTdGD80.305,WIL,0.5084,-1.3174,0.8366,-0.1348,1.8795,-0.388,13.4526,-1.4933,15.9895,0.5784,52.3694,-0.0639,126.1362,-1.3174,22.8449,-0.2615,35.6639,-1.181,34.5578
2021 THD,KSTdGD80.306,WIL,0.766,0.2214,0.8366,-0.1348,0.5606,-0.7386,15.2849,0.9883,16.788,0.9469,63.3455,0.2549,146.346,0.2214,25.8698,0.0263,35.7181,-1.6177,34.6904
2021 THD,KSTdGD80.307,WIL,-0.5891,-2.625,0.8366,-0.1348,2.0958,-0.0336,13.1502,-0.0059,15.8278,0.6605,48.5681,0.2349,117.029,-2.625,23.327,-0.1298,16.7208,0.5969,16.7873
2021 THD,KSTdGD80.308,WIL,0.7671,1.0288,0.8366,-0.1348,-0.2694,1.1712,11.6786,0.524,15.0381,0.5746,42.1216,0.7589,103.1143,1.0288,20.6205,-0.6109,32.9262,0.6595,33.4943
2021 THD,KSTdGD80.31,WIL,1.1411,-1.2508,0.8366,-0.1348,2.4622,-0.3288,7.6398,-1.2248,8.3829,0.0347,31.6722,0.19,73.1635,-1.2508,12.9297,0.3956,19.8651,0.1721,18.0431
2021 THD,KSTdGD80.310,WIL,0.8889,1.0441,0.8366,-0.1348,-0.1598,0.1015,15.1565,0.2828,16.7869,0.1824,61.867,0.2755,143.747,1.0441,25.827,-0.695,39.7344,0.5182,36.1089
2021 THD,KSTdGD80.311,WIL,-1.1812,0.2587,0.8366,-0.1348,-1.4822,-0.4019,13.74,0.4866,16.2236,0.7814,47.2202,0.5234,115.5284,0.2587,25.3034,0.775,39.5485,-0.2758,36.117
2021 THD,KSTdGD80.312,WIL,-0.4037,-1.2312,0.8366,-0.1348,0.8518,0.4189,11.5154,-0.4539,15.0376,0.8295,40.9762,-0.0422,101.2399,-1.2312,12.9287,-0.8829,32.3453,-0.4604,33.1853
2021 THD,KSTdGD80.313,WIL,0.8638,0.4266,0.8366,-0.1348,0.4501,0.0904,12.5921,0.6437,15.5788,0.1919,42.347,-0.3286,104.9276,0.4266,23.1359,1.2126,33.4219,-0.2989,33.543
2021 THD,KSTdGD80.315,WIL,1.7483,0.8435,0.8366,-0.1348,0.9314,-0.0326,12.4607,-0.4255,15.557,0.0385,40.7312,0.2265,102.1679,0.8435,23.0754,-0.3706,36.4935,0.3527,34.843
2021 THD,KSTdGD80.316,WIL,0.1093,-2.24,0.8366,-0.1348,2.4184,-1.8185,11.6292,0.3914,15.197,-0.6993,41.4031,0.0013,105.966,-2.24,19.882,2.014,15.7865,-0.1648,16.4984
2021 THD,KSTdGD80.317,WIL,-1.6691,-1.1288,0.8366,-0.1348,-0.5562,-0.1254,15.1462,0.1352,16.791,-0.0032,61.8682,-0.6504,143.6953,-1.1288,25.8274,1.4105,19.8573,0.6234,18.0391
2021 THD,KSTdGD80.318,WIL,-2.4962,-2.0736,0.8366,-0.1348,-0.435,-1.1266,13.3164,1.9679,15.9748,-0.4766,50.8388,1.0101,123.5117,-2.0736,22.8168,1.2218,15.7575,-0.208,16.4396
2021 THD,KSTdGD80.319,WIL,-1.5729,-0.2388,0.8366,-0.1348,-1.3733,0.2108,14.5533,0.0845,16.5525,-0.0177,56.3875,0.5082,132.7366,-0.2388,25.5986,0.0536,39.6503,0.7358,36.1089
2021 THD,KSTdGD80.32,WIL,-0.0166,0.7592,0.8366,-0.1348,-0.7986,0.0806,7.6393,0.4306,8.3805,0.2009,31.6721,-0.1419,73.1632,0.7592,12.927,-0.9459,19.8631,1.8708,18.04
2021 THD,KSTdGD80.320,WIL,-0.0623,-0.3348,0.8366,-0.1348,0.2805,-0.2614,13.4389,-0.315,15.9815,0.5492,52.3392,-0.1208,126.1137,-0.3348,22.8194,-0.5037,35.5922,-0.0525,34.3914
2021 THD,KSTdGD80.322,WIL,-0.6095,-1.2642,0.8366,-0.1348,0.6739,0.2988,15.1356,-1.1587,16.7853,0.5239,61.2366,-0.4596,142.8443,-1.2642,25.8154,-0.1781,39.7211,0.6546,36.1136
2021 THD,KSTdGD80.323,WIL,0.6493,0.4278,0.8366,-0.1348,0.228,-0.8584,15.1516,0.6158,16.792,0.105,61.7614,0.2884,143.5951,0.4278,25.8223,0.1373,36.6641,-1.1954,34.8483
2021 THD,KSTdGD80.324,WIL,1.3792,0.817,0.8366,-0.1348,0.5787,-0.2965,14.3472,1.013,16.5063,0.5575,53.3888,0.788,127.5144,0.817,25.5385,-0.2373,39.6445,-0.1129,36.134
2021 THD,KSTdGD80.325,WIL,0.3395,-0.2073,0.8366,-0.1348,0.5629,-0.7518,15.156,1.4814,16.7788,-0.1168,61.8675,1.1679,143.7489,-0.2073,25.8189,0.4165,39.7379,-0.8024,36.153
2021 THD,KSTdGD80.326,WIL,0.7696,0.2198,0.8366,-0.1348,0.566,-0.4543,12.7383,-0.2349,15.7546,0.3486,45.7386,0.1125,113.021,0.2198,22.5662,1.5863,35.6048,0.1482,34.6076
2021 THD,KSTdGD80.327,WIL,0.866,0.5446,0.8366,-0.1348,0.3308,0.7168,11.2352,-0.5389,15.0013,-0.5321,35.5108,0.5307,93.3837,0.5446,20.3023,-0.9596,32.5059,0.1289,33.2422
2021 THD,KSTdGD80.329,WIL,0.3098,-0.1347,0.8366,-0.1348,0.4576,0.0397,14.5623,-1.0097,16.5348,0.2699,56.7089,0.5432,133.1965,-0.1347,25.5982,-1.1225,39.6637,-0.2497,36.1371
2021 THD,KSTdGD80.330,WIL,0.7463,0.7193,0.8366,-0.1348,0.0278,0.2217,13.3162,0.3881,15.9518,0.7003,50.7197,-0.3515,123.4101,0.7193,22.801,-0.7838,35.6394,0.6788,34.5138
2021 THD,KSTdGD80.331,WIL,-1.4902,0.1199,0.8366,-0.1348,-1.6574,-1.8155,12.166,0.0859,15.2884,0.3696,46.2672,-0.5628,112.2655,0.1199,20.6879,-0.5282,32.8104,-0.5919,33.4873
2021 THD,KSTdGD80.333,WIL,-1.2602,-2.2493,0.8366,-0.1348,1.0182,-1.1643,15.157,-1.4698,16.7648,-0.1624,61.8678,0.3437,143.7304,-2.2493,25.8252,0.5323,19.8579,-0.1695,18.0559
2021 THD,KSTdGD80.334,WIL,0.2784,-0.5343,0.8366,-0.1348,0.8366,0.3502,13.4174,-0.7048,15.8686,-0.6404,51.8639,0.2652,122.6695,-0.5343,23.4127,-1.1081,36.5997,-1.5594,34.8503
2021 THD,KSTdGD80.335,WIL,0.7511,-0.3704,0.8366,-0.1348,1.1545,-0.3525,13.3605,1.0959,16.0224,0.3924,50.9981,0.2999,123.3976,-0.3704,22.8641,-1.6381,35.7034,-1.149,34.471
2021 THD,KSTdGD80.336,WIL,-1.7132,-1.3066,0.8366,-0.1348,-0.4186,-1.8309,11.9441,1.389,15.2742,-0.6725,43.4602,-0.4873,108.4098,-1.3066,20.5363,1.9381,31.9899,-1.3579,33.1509
2021 THD,KSTdGD80.337,WIL,0.9307,0.3477,0.8366,-0.1348,0.6001,-0.1431,13.6223,0.3583,16.0351,0.0792,52.5572,0.1673,125.4708,0.3477,23.4991,-0.4868,36.6589,0.8424,34.8677
2021 THD,KSTdGD80.339,WIL,0.8135,0.2126,0.8366,-0.1348,0.6186,-1.3927,13.9262,0.0344,16.0989,0.3277,56.295,0.1493,131.7547,0.2126,23.607,-0.5897,36.6956,-0.3728,34.9018
2021 THD,KSTdGD80.340,WIL,-0.224,-0.6464,0.8366,-0.1348,0.4348,1.1261,14.4153,-0.3344,16.5297,0.3378,54.688,-0.1514,129.809,-0.6464,25.5514,-0.8029,39.6471,1.3122,36.1289
2021 THD,KSTdGD80.341,WIL,0.5749,0.9875,0.8366,-0.1348,-0.4247,0.1121,15.1868,0.0757,16.907,-0.0644,61.7943,-0.2613,143.9088,0.9875,25.8219,-1.2939,36.6401,0.8453,34.8054
2021 THD,KSTdGD80.343,WIL,1.2253,-0.0123,0.8366,-0.1348,1.274,0.099,13.319,1.5592,15.9694,0.208,50.7277,0.5609,123.3034,-0.0123,22.8121,-0.6053,35.6577,0.5652,34.5158
2021 THD,KSTdGD80.344,WIL,-0.662,-1.8302,0.8366,-0.1348,1.2025,0.4792,11.2421,2.4542,15.0036,-0.3168,35.702,0.5311,93.8352,-1.8302,20.2442,1.0224,32.3756,-1.5937,33.2137
2021 THD,KSTdGD80.345,WIL,1.5894,0.6447,0.8366,-0.1348,0.9725,-0.4996,13.4522,-0.3244,15.9988,0.8621,52.361,0.1564,126.1461,0.6447,22.8633,-0.9778,35.6449,0.0669,34.5254
2021 THD,KSTdGD80.346,WIL,1.4365,0.4502,0.8366,-0.1348,1.0153,-1.0299,12.636,-0.3095,15.7063,-0.2339,42.8851,0.5099,108.4583,0.4502,22.5779,-0.856,35.579,-0.1581,34.5331
2021 THD,KSTdGD80.348,WIL,-0.2417,0.1088,0.8366,-0.1348,-0.3608,0.0495,13.4538,0.1737,15.974,0.3258,52.3666,0.094,126.1326,0.1088,22.8536,-0.4134,31.997,0.2176,33.1702
2021 THD,KSTdGD80.349,WIL,0.3415,-1.444,0.8366,-0.1348,1.838,-0.9737,14.5642,-0.1935,16.5372,-0.2138,56.7093,0.7035,133.2012,-1.444,25.6013,1.3846,39.6496,-0.857,36.1159
2021 THD,KSTdGD80.350,WIL,0.913,1.1824,0.8366,-0.1348,-0.2773,1.0899,15.0247,-0.0224,16.7571,0.1999,60.3157,1.0245,141.0226,1.1824,25.7767,-0.087,39.7123,0.7151,36.1545
2021 THD,KSTdGD80.351,WIL,-0.0615,-0.3745,0.8366,-0.1348,0.3222,-0.6612,13.904,-0.7783,16.093,-0.0872,55.9257,0.1837,131.1963,-0.3745,23.6059,1.6112,36.7073,-0.5124,34.9442
2021 THD,KSTdGD80.352,WIL,-0.5015,-0.7467,0.8366,-0.1348,0.2524,1.1122,12.0396,-0.6579,15.2671,0.5452,44.8106,-0.4212,110.9994,-0.7467,20.5443,-0.6867,32.4448,-0.3417,33.1837
2021 THD,KSTdGD80.353,WIL,1.4466,0.1893,0.8366,-0.1348,1.2943,-0.1995,13.4454,-0.6959,15.9862,0.3117,52.3551,0.4345,126.1366,0.1893,22.8222,-0.8908,35.6614,0.7209,34.5378
2021 THD,KSTdGD80.354,WIL,0.4701,0.4746,0.8366,-0.1348,-0.0046,0.8257,13.1079,2.0962,16.0214,0.7918,43.1135,0.8798,106.35,0.4746,25.0626,0.3045,39.4844,1.1585,36.1236
2021 THD,KSTdGD80.355,WIL,0.8072,-0.4718,0.8366,-0.1348,1.3166,-1.4515,15.0254,-0.0526,16.7654,-0.0529,60.3884,-0.5341,141.1267,-0.4718,25.7752,-0.1765,39.6221,0.0744,36.0979
2021 THD,KSTdGD80.356,WIL,1.8714,0.037,0.8366,-0.1348,1.8883,1.4184,12.78,-0.1969,15.7198,0.7916,46.0128,0.8608,112.596,0.037,22.543,0.1825,32.5113,-0.012,33.3468
2021 THD,KSTdGD80.357,WIL,1.1606,0.0474,0.8366,-0.1348,1.1459,-0.1325,13.8949,-0.4939,16.0919,-0.013,55.7795,0.4285,131.0516,0.0474,23.5901,-0.688,36.6883,-0.2151,34.9186
2021 THD,KSTdGD80.360,WIL,1.4094,0.0535,0.8366,-0.1348,1.3958,0.1179,15.2744,-0.7164,16.8098,0.5196,63.3435,0.5197,146.3388,0.0535,25.8604,0.7419,39.7037,-0.1194,36.0461
2021 THD,KSTdGD80.361,WIL,0.5583,-0.7045,0.8366,-0.1348,1.2999,-0.4608,11.4738,0.6605,15.1565,0.2438,39.4814,0.4184,102.715,-0.7045,19.7998,1.4574,31.581,-2.0966,33.0166
2021 THD,KSTdGD80.362,WIL,1.3542,0.0755,0.8366,-0.1348,1.3163,0.7005,12.5133,-1.073,15.6874,0.8767,42.4075,0.1151,107.2729,0.0755,22.5068,-0.2822,35.5734,0.7505,34.5812
2021 THD,KSTdGD80.364,WIL,0.8972,1.1167,0.8366,-0.1348,-0.226,0.2561,13.7728,0.1432,16.051,0.2404,54.4653,0.4612,128.5903,1.1167,23.5576,-0.8925,36.6845,0.2411,34.9063
2021 THD,KSTdGD80.365,WIL,0.8509,-0.8266,0.8366,-0.1348,1.7268,-0.8515,12.7198,-0.7525,15.723,0.098,45.4094,-0.059,112.4817,-0.8266,22.5931,0.8819,35.5906,-0.9727,34.5679
2021 THD,KSTdGD80.367,WIL,-0.7357,-1.9688,0.8366,-0.1348,1.2694,0.5322,11.9661,1.5847,15.1315,0.3505,43.8331,0.0932,106.085,-1.9688,21.1027,-1.0342,33.5555,0.4688,33.6626
2021 THD,KSTdGD80.368,WIL,-0.1504,-0.8445,0.8366,-0.1348,0.7145,-0.4413,14.562,-0.4096,16.5185,0.3255,56.7084,-0.3297,133.1911,-0.8445,25.5993,1.4962,39.6494,-1.3282,36.1271
2021 THD,KSTdGD80.369,WIL,-0.2498,-1.4234,0.8366,-0.1348,1.2081,0.9002,15.1279,-0.8301,16.7822,0.418,61.4371,0.3166,143.1093,-1.4234,25.8166,-0.7011,39.7274,-0.3446,36.1233
2021 THD,KSTdGD80.37,WIL,0.739,0.7817,0.8366,-0.1348,-0.044,0.6282,7.6412,0.2826,8.3897,0.3344,31.6723,0.1945,73.17,0.7817,12.9345,-1.3315,19.8616,0.5308,18.0253
