Taxa	SD_unadj	SD_adj	SD_rn	PH_unadj	PH_adj	PH_rn	NDVI_unadj	NDVI_adj	NDVI_rn	GR_unadj	GR_adj	GR_rn	GY_unadj	GY_adj	GY_rn	TKW_unadj	TKW_adj	TKW_rn	TW_unadj	TW_adj	TW_rn
KSTdGD80.350	0.918027604	0.616270636	0.755190426	-0.359623401	-0.636465518	-0.430323449	0.136283657	0.086408867	0.312563006	0.863588116	1.05572481	0.550561497	0.880022977	0.266425749	-0.00989588	0.972970583	0.373986075	-0.10224787	1.34218238	0.107497479	0.950347585
KSTdGD80.351	-0.26874166	-0.569815839	-0.34404976	-0.809682281	-1.07189046	-0.846934613	-0.048453774	-0.082323657	0.115217866	-0.184621884	0.010435503	-0.508828564	-0.240087928	-0.778570127	-1.167164262	1.78454642	1.185109925	0.895375011	0.314477796	-0.884614544	-0.113054314
KSTdGD80.352	0.936250955	0.645768842	0.757755163	-0.534301371	-0.799999744	-0.680586451	0.129836621	0.064974786	0.181470419	-0.5291369	-0.361716301	-1.043994607	-0.859998156	-1.154040513	-1.547129085	0.291751785	-0.285900427	-0.706847644	-0.256317381	-1.414511912	-0.528315169
KSTdGD80.353	-0.011599822	-0.337727554	-0.135967917	-0.648351692	-0.927091443	-0.674080353	-0.0228482	-0.043847827	0.125502624	-0.07997613	0.111625095	-0.614329787	-0.244229366	-0.230007836	-1.102631221	-0.177767727	-0.765780758	-1.141982228	1.173376472	0.119613073	0.818951471
KSTdGD80.354	0.961448986	0.655143495	0.783555771	1.347109895	1.057339608	1.202086293	0.528438663	0.488100412	0.682877131	0.514433426	0.680841674	0.223050681	0.361209664	-0.161379159	-0.450790712	1.371544793	0.753419002	0.232774262	1.733104527	0.510936347	1.379057431
KSTdGD80.355	-0.193858486	-0.512637956	-0.03925953	-0.440616239	-0.716430552	-0.635016889	-0.283602862	-0.318141161	-0.125519467	-1.111255041	-0.922194522	-1.458545868	-0.227752162	-0.308851105	-0.625050341	0.873868549	0.245667017	-0.102230348	0.796501321	-0.283523631	0.606809339
KSTdGD80.356	1.621369396	1.294051905	1.149194134	0.010858861	-0.274673835	0.057803992	0.240050689	0.216662742	0.270179945	0.151158151	0.334341306	-0.460214535	-0.189843622	0.154400786	-0.30897688	1.198409796	0.607490374	0.272251536	0.467654607	-0.457503074	0.071393464
KSTdGD80.357	0.749220653	0.442382929	0.621748185	-0.340423935	-0.623798236	-0.505428147	0.079596008	0.028222993	0.289780115	-0.153288097	0.049100075	-0.482342409	-0.266565343	-0.426978752	-0.66553075	-0.06326193	-0.637988235	-1.008098437	0.227568768	-0.811408142	-0.227976959
KSTdGD80.361	0.28648747	0.000728372	0.129845212	0.48399761	0.206794897	0.427074901	0.109809825	0.084500226	0.248216146	-0.340590221	-0.178901646	-0.521074803	-0.464328524	-0.561911648	-0.69687407	2.093719026	1.512379022	1.114029507	0.088227237	-0.971554011	-0.06868378
KSTdGD80.362	0.993940094	0.688526846	0.727112187	-1.071504799	-1.347144926	-1.143952815	0.248393265	0.202160797	0.301265707	-0.555226819	-0.382355053	-1.060018885	-0.026348809	-0.003586262	-0.550128164	0.615626495	0.021005615	-0.527094297	0.950619802	-0.03941876	0.509641741
KSTdGD80.364	0.217727563	-0.085526247	0.109047801	-0.171007536	-0.456798724	-0.238696506	-0.021526142	-0.045643801	0.12659231	-0.131268828	0.048185178	-0.454935127	0.608098115	0.141388237	-0.14225232	0.181659713	-0.4073847	-0.880295259	0.678541746	-0.463101484	0.401155915
KSTdGD80.365	-0.289077796	-0.591297659	-0.418357246	-0.978235736	-1.226041221	-0.988705822	0.137707893	0.124843416	0.324072991	-0.296566707	-0.120825871	-0.517461553	-0.570562366	-0.669674419	-0.983243275	1.923857796	1.313023273	0.944764864	-0.023416448	-1.096082917	-0.28043298
KSTdGD80.367	0.915267177	0.63272229	0.886742769	0.726507168	0.459691761	0.640567816	0.167473268	0.136340097	0.291976711	-0.595484214	-0.421172191	-0.972596437	-1.12675444	-1.223997966	-1.016231486	0.593775471	-0.001991386	-0.154779856	0.427956673	-0.590849617	0.316321732
KSTdGD80.369	0.418399705	0.11235286	-0.018098332	-0.33902421	-0.626165245	-0.459083824	0.159379232	0.104270244	0.185676133	-0.456917698	-0.245548996	-1.090251453	-0.755560037	-0.792136609	-0.273761225	-0.11163198	-0.729107112	-1.082236775	-0.045669271	-1.122795308	-0.335967029
KSTdGD80.37	0.140269892	-0.116133964	0.080515672	-0.055709812	-0.353847979	-0.171554081	0.007257596	-0.02554379	0.120293807	-0.104488044	0.011338525	-0.331365047	0.597605199	0.053237889	-0.173654293	-0.445876073	-0.989191581	-1.368863648	1.481993684	0.239632266	0.978310135
KSTdGD80.370	-1.67851238	-1.982532272	-1.831143749	-1.301829384	-1.556763238	-1.47355558	-0.552704067	-0.627612002	-0.402985087	-0.514821932	-0.313972289	-0.871258708	-0.663870512	-1.231977601	-1.489832496	1.760170867	1.170398922	0.830176066	-1.055286042	-2.242572302	-1.479748577
KSTdGD80.372	0.317089682	0.008121276	-0.180180777	-0.089826667	-0.350150267	-0.474645212	0.293476855	0.229552103	0.322534147	0.080896989	0.298508418	-0.387386685	0.101660388	0.303666359	-0.333855512	1.657282251	1.035861684	0.660655718	0.554487869	-0.497375437	0.216301793
KSTdGD80.373	0.509898545	0.231304023	0.295474256	-0.247080863	-0.500145173	-0.444549055	-0.024414865	-0.068783435	0.092242997	-0.370976028	-0.184780506	-0.806562934	0.060401276	-0.496843877	-0.817361832	1.303651075	0.691918286	0.0467353	0.470609715	-0.745286689	0.080136231
KSTdGD80.38	0.027744771	-0.243830614	-0.046353824	-0.627861117	-0.898529167	-0.769411081	0.08277196	0.052659351	0.161654449	-0.35663187	-0.247840625	-0.50976374	-0.158464464	-0.77761462	-1.129167175	1.292168072	0.724671712	0.361779925	0.481337711	-0.939367707	-0.020558573
KSTdGD80.39	0.094999578	-0.177392787	-0.023287747	-0.727683178	-0.999868204	-0.687484501	0.129421764	0.10642277	0.229010864	-0.270180253	-0.170163928	-0.350545036	-0.586284658	-0.897980094	-0.888622746	0.758079557	0.206177828	-0.065021465	0.312244256	-0.834899744	0.02910237
KSTdGD80.4	0.198603252	-0.083889017	0.101967192	-0.014238148	-0.295976328	-0.150319973	0.105309836	0.096806753	0.217298382	0.117401722	0.226056766	-0.060213498	0.250799298	-0.108655143	-0.286448587	0.855817726	0.314835259	-0.121665304	1.319948477	0.123030453	0.858605868
KSTdGD80.40	-0.460653156	-0.748977256	-0.64959009	0.38035803	0.0375909	0.287863974	0.200594425	0.175580363	0.284664886	0.343554663	0.455335624	0.284077288	0.014221579	-0.445274697	-0.600277531	1.584478558	1.068439264	0.630137502	-0.597792776	-1.754919406	-0.77838721
KSTdGD80.41	0.089869028	-0.203717782	-0.021113024	-0.191745098	-0.487148528	-0.324763699	0.0798137	0.052104986	0.192684584	-0.169638057	-0.050969959	-0.347193861	0.051378218	-0.380425263	-0.563798402	0.201948584	-0.361830042	-0.730152647	0.882753007	-0.351032274	0.617032423
KSTdGD80.42	0.737864543	0.50610008	0.510208021	-1.168344887	-1.424614816	-1.192840631	-0.314108583	-0.35134524	-0.185412118	-0.084927868	0.030370497	-0.223778672	-1.435510601	-2.213798433	-2.260950726	0.845864678	0.265674372	-0.090139024	0.501200826	-0.913925677	-0.078236925
KSTdGD80.43	0.489877991	0.21896293	0.381467316	0.179103106	-0.074177609	-0.079244247	0.184596197	0.168297659	0.296767272	0.016847462	0.134286469	-0.189569006	0.13613737	0.01224356	-0.313814661	-0.3044682	-0.83431132	-1.144978775	0.868394247	-0.193463415	0.597260681
KSTdGD80.44	0.258483638	-0.001354836	0.140753493	-0.147389763	-0.425794869	-0.276033219	0.143823595	0.119452343	0.265212926	-0.319070372	-0.197049292	-0.507620492	-0.300579387	-0.799526336	-0.939110429	1.484120445	0.931319062	0.63825472	0.521245609	-0.759767632	0.050382641
KSTdGD80.45	0.016632975	-0.275522447	-0.042596554	0.358657455	0.07073888	0.353129443	0.258768618	0.23935211	0.390261068	0.062569501	0.170760252	-0.078246728	-0.793587463	-0.939511464	-1.067818631	1.177361091	0.617124871	0.430001864	1.221786398	0.116503528	0.905502995
KSTdGD80.47	0.68594052	0.410334544	0.468219278	1.083711236	0.785161519	0.982138949	0.178140487	0.155415256	0.275425247	-0.182305283	-0.083469517	-0.443107448	-0.490624756	-0.92765186	-1.114801212	0.970702013	0.450432229	0.184361406	-0.125077882	-1.283424556	-0.505215984
KSTdGD80.48	0.573038388	0.318433143	0.369714386	0.483733835	0.210968433	0.389046326	0.028246666	0.01201156	0.091281454	-0.088056441	0.011046125	-0.334476057	-0.21629083	-0.330019908	-0.502366172	0.700269683	0.171873487	-0.186226109	0.593326534	-0.450705033	0.283791399
KSTdGD80.49	-0.05960599	-0.321712098	-0.211871792	0.087814518	-0.173519488	-0.007863801	0.1002755	0.081531376	0.218608479	-0.358689442	-0.252090517	-0.532071797	-0.2897183	-0.732695272	-0.932917849	0.803689051	0.247081336	-0.080597221	0.917341003	-0.321720155	0.612883624
KSTdGD80.5	-0.340016545	-0.607592294	-0.48106342	-0.620678897	-0.890776272	-0.685894578	0.005246556	-0.008013711	0.116433532	-0.331110767	-0.227210154	-0.442229429	-0.001002939	-0.614757326	-0.783935654	0.98397891	0.431776911	0.122617338	1.232269118	0.002417313	0.854067816
KSTdGD80.54	0.286058734	0.013212479	0.129500466	0.946513312	0.682585347	0.841247037	-0.21589215	-0.236232802	-0.090791328	-0.25346401	-0.134845036	-0.443475875	-0.783904514	-1.057739881	-1.191185237	1.984972419	1.476488239	1.003022573	0.474515681	-0.628812727	0.317977751
KSTdGD80.55	0.00987647	-0.275336693	-0.118161509	-0.8845681	-1.171231766	-1.024670608	-0.035372021	-0.059286692	0.047122664	-0.205761887	-0.101140774	-0.395709981	0.453058508	0.162358344	0.109062373	0.627199694	0.095287554	-0.299393216	1.829530482	0.732694778	1.418734411
KSTdGD80.56	0.269295032	-0.013265769	0.127097723	-0.283114772	-0.563535913	-0.334178752	0.086855195	0.056634922	0.174281349	-0.006376267	0.110995506	-0.174607128	0.111383905	-0.189428194	-0.279792857	0.796669047	0.248401884	-0.166315369	0.286270057	-0.879458917	-0.125846451
KSTdGD80.58	-0.231334942	-0.521227068	-0.312143607	-0.43783264	-0.697306521	-0.553485457	0.026309049	0.017082014	0.152336554	-0.300881984	-0.192501559	-0.511383872	-0.173365117	-0.463467178	-0.748124302	0.189934614	-0.35984597	-0.763610661	0.725761059	-0.444334303	0.29514819
KSTdGD80.59	0.227066712	-0.022618813	0.076870799	-0.329060664	-0.600616075	-0.378904527	0.170908515	0.137418846	0.248382157	-0.30996932	-0.196316924	-0.538980621	-0.197356722	-0.64082866	-0.761887294	0.746467304	0.191568776	-0.04825391	0.285125626	-0.9444687	0.060444934
KSTdGD80.6	-0.145829546	-0.420639526	-0.200701331	0.561710179	0.257333615	0.410834763	0.257428112	0.235808916	0.357061589	-0.355964261	-0.250097095	-0.513862193	-0.373086308	-0.932172043	-1.001888752	0.504435459	-0.025789385	-0.340799271	1.183841343	0.030565236	0.901040868
KSTdGD80.67	0.592626192	0.313945482	0.518932487	-0.149883504	-0.405878648	-0.221404263	0.026476849	-0.001408332	0.098261935	-0.002797936	0.101376912	-0.143067535	0.336381327	0.140663359	-0.048301646	0.84065203	0.311727164	-0.144058338	1.298354026	0.191587839	0.814239589
KSTdGD80.68	0.326587396	0.046254312	0.19329975	1.032932926	0.745788526	0.977306325	0.23745761	0.217506592	0.319135693	-0.501667562	-0.393467771	-0.722206726	0.333985598	-0.084377608	-0.392323342	-0.308757429	-0.834041257	-1.114388418	1.286442912	0.118839462	0.930076728
KSTdGD80.69	-0.088174629	-0.328032994	-0.09801489	-0.364479106	-0.653936321	-0.413238766	0.064181623	0.034941684	0.161286718	-0.56654371	-0.471523519	-0.779858544	-0.047302173	-0.875521784	-0.832885247	-0.029923401	-0.567973426	-0.945317277	0.220372352	-1.053575058	-0.233289547
KSTdGD80.7	-0.133904934	-0.41958553	-0.227039339	1.098780956	0.855329455	0.951656593	-0.093630925	-0.110254543	0.003113637	-0.118489628	-0.008662966	-0.172817454	-0.17503163	-0.568349354	-0.691240389	2.347645856	1.79914026	1.32072223	1.978626015	0.771990019	1.610541375
KSTdGD80.70	0.792970349	0.510447004	0.618866384	-0.158062048	-0.4632272	-0.273578277	0.105312502	0.077179724	0.209436101	0.184595298	0.29996521	-0.001855807	0.620145324	0.397252739	0.228206067	-0.10452649	-0.656924913	-1.117438931	0.986083273	-0.20182325	0.651136052
KSTdGD80.71	-0.024982179	-0.304870226	-0.169449598	0.719928768	0.43994018	0.688325772	0.053303837	0.01658324	0.144851156	-0.09512521	0.03324973	-0.244679156	-1.431205379	-1.622415712	-1.610574686	2.201728245	1.630140077	1.252241394	0.261722087	-0.895843003	0.049864129
KSTdGD80.72	0.111768813	-0.144343829	-0.109859169	-1.03377775	-1.28256995	-1.096494646	-0.114710933	-0.145187537	-0.045913325	-0.129368075	-0.012436064	-0.284229051	-1.097799755	-1.261495007	-1.272292709	0.113567294	-0.436127761	-0.799860254	-0.371169936	-1.509702702	-0.6787177
KSTdGD80.74	0.923365541	0.676425558	0.849043919	0.103271323	-0.154007024	0.03330872	0.15743075	0.126293002	0.277551748	-0.156599774	-0.056586945	-0.337527888	-0.907937995	-1.354687902	-1.430618699	0.501645091	-0.06788	-0.51512102	1.402995179	0.092584324	1.207473871
KSTdGD80.76	-0.053040321	-0.321224207	-0.100918681	-1.334520775	-1.614852887	-1.394909886	0.025049595	0.001702087	0.148034619	-0.150154494	-0.048467694	-0.269380223	-0.455242813	-1.071599654	-0.944718731	1.049725731	0.508288289	0.236753808	0.157658788	-1.149602864	-0.088550035
KSTdGD80.79	0.837679588	0.560014512	0.777170015	-0.26573607	-0.547165139	-0.460949288	-0.082973134	-0.117723467	-0.041521581	0.041193668	0.149582636	-0.195655745	-0.5723599	-0.977334012	-1.373387553	-0.009868123	-0.558108572	-1.053620902	0.214986752	-1.018236471	0.008594925
KSTdGD80.8	0.527352376	0.210486462	0.448248013	-0.163119342	-0.442354546	-0.493467513	-0.495447097	-0.500244942	-0.380497461	-0.163958209	-0.040151453	-0.439581489	-1.115781981	-1.200023555	-1.370357962	1.492328264	0.967600654	0.162795725	0.097583324	-0.879532853	0.229095338
KSTdGD80.80	-0.167840236	-0.422701936	-0.19588746	-0.326331174	-0.620196342	-0.456936021	0.024197244	0.001707535	0.171703361	-0.137159906	-0.025579368	-0.313915656	-0.173483184	-0.626320669	-0.62774935	0.421836077	-0.123610229	-0.537907025	2.130453936	0.915019015	1.837047226
KSTdGD80.81	0.697306093	0.426081721	0.586205876	0.627873655	0.341591947	0.558656389	0.175640998	0.151299025	0.290866629	-0.040552328	0.05141329	-0.164710145	-0.80919721	-1.292570333	-1.408051598	0.539027472	0.071425742	-0.292771869	0.41709478	-0.841043361	0.118314539
KSTdGD80.82	0.702065366	0.425373299	0.568054314	0.083215385	-0.181733244	0.003842283	-0.217326944	-0.24173501	-0.119000998	0.030791208	0.153002181	-0.062871449	-0.500494953	-0.864682806	-0.948725706	1.363341023	0.842618295	0.645877495	0.321923561	-0.735990318	0.13952751
KSTdGD80.83	0.375822364	0.107633189	0.238270192	-0.737250516	-0.999070436	-0.917213132	0.073499688	0.036836864	0.17754139	-0.13396802	-0.016249006	-0.408670931	-0.232563873	-0.766035465	-1.05769971	-0.154447239	-0.703812372	-1.117275031	0.464352355	-0.787499234	0.031296354
KSTdGD80.84	0.110117827	-0.189014985	-0.006831251	0.107614261	-0.20622986	0.083410924	0.137352985	0.118174297	0.228011194	-0.1487321	-0.042684604	-0.255390861	0.22049277	-0.172963754	-0.522063178	1.630474546	1.098332096	0.76497631	1.58890309	0.437143011	1.414368681
KSTdGD80.87	-0.410626945	-0.700581009	-0.567514047	0.292522092	0.03514789	0.188292882	-0.174446097	-0.202563663	-0.105249982	-0.546278547	-0.443572889	-0.737533912	-0.110641902	-0.512268993	-0.814382381	1.273351454	0.73470804	0.215861567	1.150297551	-0.012938691	0.5631535
KSTdGD80.89	0.177494228	-0.096989751	0.098487005	-0.258249324	-0.512828825	-0.304137563	0.022789786	-0.003333198	0.110216756	-0.315536505	-0.198852757	-0.492273544	0.554743641	0.301579864	0.112265133	-0.113532581	-0.647354829	-1.142618975	0.667207106	-0.491420929	0.296595705
KSTdGD80.9	-0.045975135	-0.314573137	-0.173570056	0.357576984	0.081567086	0.280163201	-0.148357544	-0.171358571	-0.069613389	-0.347795097	-0.246989918	-0.549893598	-0.49800799	-0.918838172	-1.188433877	1.754897515	1.207974489	0.753798807	0.413728623	-0.809130217	-0.078871416
KSTdGD80.90	0.084696663	-0.189642978	0.077114456	-0.720013135	-0.977011043	-0.807948638	0.126029868	0.097741106	0.231629993	-0.206568591	-0.079909655	-0.433034597	-0.900435031	-0.993900095	-0.937424902	-0.125392237	-0.698829239	-1.069736096	-0.060167162	-1.222973736	-0.479954213
KSTdGD80.93	-0.214783418	-0.496390094	-0.327395953	0.230932571	-0.063136209	0.095638939	0.056847051	0.034472292	0.127071446	-0.101077922	0.01333936	-0.306125349	0.042214969	-0.381952999	-0.465514132	0.477964191	-0.073171191	-0.490009149	0.781412207	-0.39395968	0.515234593
KSTdGD80.94	-0.798022758	-1.080633053	-0.915247499	-0.40878351	-0.671628488	-0.448774624	-0.11100304	-0.13256068	-0.042610477	-0.473923991	-0.385801928	-0.654218596	0.178450528	-0.457755226	-0.661885073	0.90658277	0.382210876	-0.148411892	0.481845574	-0.786655319	-0.123374605
KSTdGD80.95	0.131479486	-0.140319884	0.084228615	-0.35103496	-0.611498642	-0.439469066	-0.156557435	-0.176411623	-0.033763901	-0.068795767	0.049007283	-0.25463907	-0.604226203	-0.888380308	-1.144485952	0.548443894	-0.0024282	-0.324515139	0.64306471	-0.550503761	0.425353224
KSTdGD80.96	0.521957006	0.267112399	0.383215256	-0.02789785	-0.300016313	-0.002092079	0.0645466	0.03194638	0.178872472	0.056972388	0.1724916	-0.195921834	0.29877778	-0.171998609	-0.426412794	0.033718485	-0.525884619	-1.036464721	1.067437534	-0.337432879	0.573306273
KSTdGD80.98	0.285444691	0.008272276	0.249482234	-0.032012388	-0.305693172	-0.168470273	0.156631735	0.141943937	0.250518424	-0.020416126	0.087009098	-0.170078754	0.24313716	-0.050772151	-0.184476895	0.332812823	-0.201639222	-0.508615627	1.064332392	-0.098441451	0.721074106
KSTdGD80.99	-0.131650764	-0.399243348	-0.249179762	0.615115069	0.320966959	0.497519808	-0.241556462	-0.253467522	-0.128297505	-0.077792544	0.033455887	-0.267391825	-0.493219854	-1.076890968	-1.166508349	1.84904449	1.325180214	0.876053285	-0.104794473	-1.328056961	-0.463103404
